issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-17,2026-02-17 08:00:00,2026-02-17 18:00:00,2026-02-18 00:00:00,10,1,0.7334,0.6933,0.7095,0.4762,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-17 19:00:00,2026-02-18 01:00:00,11,1,0.7993,0.7582,0.778,0.5546,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-17 20:00:00,2026-02-18 02:00:00,12,1,0.7147,0.6888,0.715,0.5413,0.9895,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-17 21:00:00,2026-02-18 03:00:00,13,1,0.8001,0.7441,0.7724,0.4942,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-17 22:00:00,2026-02-18 04:00:00,14,1,0.6713,0.6337,0.6794,0.5076,0.9789,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-17 23:00:00,2026-02-18 05:00:00,15,1,0.7715,0.7108,0.741,0.5337,0.9812,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 00:00:00,2026-02-18 06:00:00,16,1,0.7024,0.6172,0.6686,0.4681,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 01:00:00,2026-02-18 07:00:00,17,1,0.5122,0.4506,0.5089,0.5084,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 02:00:00,2026-02-18 08:00:00,18,1,0.6026,0.5478,0.5827,0.5827,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 03:00:00,2026-02-18 09:00:00,19,1,0.7843,0.6993,0.7213,0.7086,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 04:00:00,2026-02-18 10:00:00,20,1,0.7611,0.7687,0.7587,0.7203,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 05:00:00,2026-02-18 11:00:00,21,1,0.7858,0.797,0.8006,0.8006,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 06:00:00,2026-02-18 12:00:00,22,1,0.9272,0.9062,0.9065,0.9065,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 07:00:00,2026-02-18 13:00:00,23,1,0.9257,0.8999,0.8964,0.8964,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 08:00:00,2026-02-18 14:00:00,24,1,0.8965,0.8763,0.8677,0.8677,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 09:00:00,2026-02-18 15:00:00,25,1,0.9116,0.8886,0.886,0.886,0.99,2026-02-17,ensemble-v1-20260131
2026-02-17,2026-02-17 08:00:00,2026-02-18 10:00:00,2026-02-18 16:00:00,26,1,0.8982,0.8846,0.8777,0.8777,0.99,2026-02-17,ensemble-v1-20260131
