issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-13,2026-02-13 08:00:00,2026-02-13 18:00:00,2026-02-14 00:00:00,10,1,0.6352,0.671,0.6379,0.4636,0.9802,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-13 19:00:00,2026-02-14 01:00:00,11,1,0.7718,0.7621,0.7205,0.5201,0.9749,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-13 20:00:00,2026-02-14 02:00:00,12,1,0.7741,0.767,0.7552,0.5479,0.9867,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-13 21:00:00,2026-02-14 03:00:00,13,1,0.809,0.7661,0.7974,0.5637,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-13 22:00:00,2026-02-14 04:00:00,14,1,0.7588,0.6901,0.7475,0.4985,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-13 23:00:00,2026-02-14 05:00:00,15,1,0.7086,0.6724,0.7166,0.3882,0.982,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 00:00:00,2026-02-14 06:00:00,16,1,0.3612,0.3481,0.3873,0.1578,0.7667,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 01:00:00,2026-02-14 07:00:00,17,1,0.2165,0.2289,0.2386,0.0354,0.5963,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 02:00:00,2026-02-14 08:00:00,18,1,0.1271,0.1453,0.1303,0.0048,0.5155,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 03:00:00,2026-02-14 09:00:00,19,1,0.1397,0.1175,0.122,0.0,0.3863,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 04:00:00,2026-02-14 10:00:00,20,1,0.0896,0.0604,0.0877,0.0,0.2807,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 05:00:00,2026-02-14 11:00:00,21,1,0.0629,0.0468,0.0538,0.0,0.2739,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 06:00:00,2026-02-14 12:00:00,22,1,0.1319,0.1245,0.1586,0.0136,0.5589,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 07:00:00,2026-02-14 13:00:00,23,1,0.1107,0.1122,0.1505,0.0205,0.5899,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 08:00:00,2026-02-14 14:00:00,24,1,0.1535,0.1443,0.1788,0.0172,0.6272,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 09:00:00,2026-02-14 15:00:00,25,1,0.1289,0.1199,0.1425,0.0,0.5164,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 10:00:00,2026-02-14 16:00:00,26,1,0.1194,0.113,0.1295,0.0,0.3534,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 11:00:00,2026-02-14 17:00:00,27,1,0.1303,0.118,0.1332,0.0,0.4597,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 12:00:00,2026-02-14 18:00:00,28,1,0.1759,0.1763,0.1717,0.01,0.5407,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 13:00:00,2026-02-14 19:00:00,29,1,0.1734,0.153,0.1751,0.0019,0.6016,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 14:00:00,2026-02-14 20:00:00,30,1,0.1306,0.1258,0.1368,0.0,0.5056,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 15:00:00,2026-02-14 21:00:00,31,1,0.1284,0.1159,0.1242,0.0,0.2873,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 16:00:00,2026-02-14 22:00:00,32,1,0.1228,0.1004,0.0991,0.0,0.3199,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 17:00:00,2026-02-14 23:00:00,33,1,0.065,0.0455,0.0436,0.0,0.2973,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 18:00:00,2026-02-15 00:00:00,34,2,0.0484,0.0217,0.0433,0.0,0.3188,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 19:00:00,2026-02-15 01:00:00,35,2,0.0372,0.037,0.0333,0.0,0.2221,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 20:00:00,2026-02-15 02:00:00,36,2,0.0314,0.0347,0.0331,0.0,0.1548,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 21:00:00,2026-02-15 03:00:00,37,2,0.0199,0.0198,0.0165,0.0,0.0982,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 22:00:00,2026-02-15 04:00:00,38,2,0.028,0.0295,0.0265,0.0,0.1261,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-14 23:00:00,2026-02-15 05:00:00,39,2,0.0401,0.0324,0.0514,0.0,0.1871,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 00:00:00,2026-02-15 06:00:00,40,2,0.0945,0.0743,0.0895,0.0,0.2889,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 01:00:00,2026-02-15 07:00:00,41,2,0.1601,0.1379,0.1573,0.0,0.5397,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 02:00:00,2026-02-15 08:00:00,42,2,0.2676,0.2387,0.2498,0.0218,0.7898,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 03:00:00,2026-02-15 09:00:00,43,2,0.3536,0.3386,0.3344,0.0555,0.9074,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 04:00:00,2026-02-15 10:00:00,44,2,0.5377,0.5355,0.5511,0.2199,0.981,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 05:00:00,2026-02-15 11:00:00,45,2,0.7399,0.6975,0.72,0.4352,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 06:00:00,2026-02-15 12:00:00,46,2,0.783,0.7843,0.7999,0.4553,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 07:00:00,2026-02-15 13:00:00,47,2,0.9325,0.9034,0.9143,0.7742,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 08:00:00,2026-02-15 14:00:00,48,2,0.9275,0.9117,0.919,0.8763,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 09:00:00,2026-02-15 15:00:00,49,2,0.9136,0.8911,0.9127,0.9127,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 10:00:00,2026-02-15 16:00:00,50,2,0.8769,0.8459,0.8571,0.8571,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 11:00:00,2026-02-15 17:00:00,51,2,0.841,0.7967,0.8126,0.8098,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 12:00:00,2026-02-15 18:00:00,52,2,0.8239,0.7705,0.7883,0.6025,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 13:00:00,2026-02-15 19:00:00,53,2,0.8221,0.7479,0.7792,0.5721,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 14:00:00,2026-02-15 20:00:00,54,2,0.8031,0.7246,0.7799,0.5753,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 15:00:00,2026-02-15 21:00:00,55,2,0.8186,0.7564,0.794,0.6639,0.99,2026-02-13,ensemble-v1-20260131
2026-02-13,2026-02-13 08:00:00,2026-02-15 16:00:00,2026-02-15 22:00:00,56,2,0.7966,0.7503,0.771,0.6331,0.99,2026-02-13,ensemble-v1-20260131
