issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-24,2026-02-24 08:00:00,2026-02-24 18:00:00,2026-02-25 00:00:00,10,1,0.0214,0.0277,0.0226,0.0,0.1231,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-24 19:00:00,2026-02-25 01:00:00,11,1,0.0321,0.035,0.0316,0.0,0.1326,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-24 20:00:00,2026-02-25 02:00:00,12,1,0.0427,0.037,0.0355,0.0,0.1485,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-24 21:00:00,2026-02-25 03:00:00,13,1,0.0598,0.0417,0.0471,0.0,0.1704,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-24 22:00:00,2026-02-25 04:00:00,14,1,0.0547,0.0474,0.0523,0.0,0.1485,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-24 23:00:00,2026-02-25 05:00:00,15,1,0.0396,0.0306,0.0357,0.0,0.1617,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 00:00:00,2026-02-25 06:00:00,16,1,0.0401,0.0196,0.036,0.0,0.1962,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 01:00:00,2026-02-25 07:00:00,17,1,0.0566,0.0424,0.0409,0.0,0.2461,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 02:00:00,2026-02-25 08:00:00,18,1,0.0569,0.0445,0.0559,0.0,0.2737,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 03:00:00,2026-02-25 09:00:00,19,1,0.0789,0.0737,0.0929,0.0,0.2998,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 04:00:00,2026-02-25 10:00:00,20,1,0.0701,0.0485,0.071,0.0,0.3122,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 05:00:00,2026-02-25 11:00:00,21,1,0.0681,0.0607,0.0758,0.0,0.2649,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 06:00:00,2026-02-25 12:00:00,22,1,0.1864,0.1974,0.196,0.0678,0.6774,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 07:00:00,2026-02-25 13:00:00,23,1,0.1593,0.1795,0.1728,0.0403,0.6765,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 08:00:00,2026-02-25 14:00:00,24,1,0.1573,0.1665,0.1679,0.0255,0.6666,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 09:00:00,2026-02-25 15:00:00,25,1,0.158,0.1506,0.1608,0.0106,0.6504,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 10:00:00,2026-02-25 16:00:00,26,1,0.167,0.1545,0.1567,0.005,0.5422,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 11:00:00,2026-02-25 17:00:00,27,1,0.133,0.1208,0.1208,0.0,0.5901,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 12:00:00,2026-02-25 18:00:00,28,1,0.1201,0.1081,0.0981,0.0,0.4241,2026-02-24,ensemble-v1-20260131
2026-02-24,2026-02-24 08:00:00,2026-02-25 13:00:00,2026-02-25 19:00:00,29,1,0.1407,0.129,0.1381,0.0,0.5375,2026-02-24,ensemble-v1-20260131
