issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-15,2026-02-15 13:00:00,2026-02-15 18:00:00,2026-02-16 00:00:00,10,1,0.3575,0.3659,0.4009,0.109,0.9208,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-15 19:00:00,2026-02-16 01:00:00,11,1,0.375,0.3497,0.374,0.1132,0.9,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-15 20:00:00,2026-02-16 02:00:00,12,1,0.4527,0.4373,0.4726,0.21,0.9802,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-15 21:00:00,2026-02-16 03:00:00,13,1,0.5308,0.486,0.5276,0.2507,0.9897,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-15 22:00:00,2026-02-16 04:00:00,14,1,0.597,0.5533,0.5831,0.2929,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-15 23:00:00,2026-02-16 05:00:00,15,1,0.5999,0.5453,0.5994,0.3336,0.9881,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 00:00:00,2026-02-16 06:00:00,16,1,0.7336,0.6949,0.7221,0.432,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 01:00:00,2026-02-16 07:00:00,17,1,0.5921,0.5546,0.5729,0.3381,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 02:00:00,2026-02-16 08:00:00,18,1,0.5411,0.5251,0.5556,0.3013,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 03:00:00,2026-02-16 09:00:00,19,1,0.5264,0.524,0.5384,0.2474,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 04:00:00,2026-02-16 10:00:00,20,1,0.5464,0.5718,0.5727,0.3064,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 05:00:00,2026-02-16 11:00:00,21,1,0.5105,0.5356,0.5387,0.2544,0.9684,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 06:00:00,2026-02-16 12:00:00,22,1,0.5594,0.5775,0.5914,0.3964,0.9895,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 07:00:00,2026-02-16 13:00:00,23,1,0.6558,0.6589,0.657,0.3929,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 08:00:00,2026-02-16 14:00:00,24,1,0.5985,0.5979,0.6082,0.3599,0.99,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 09:00:00,2026-02-16 15:00:00,25,1,0.5286,0.5315,0.543,0.293,0.9768,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 10:00:00,2026-02-16 16:00:00,26,1,0.4793,0.4702,0.4935,0.1792,0.9522,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 11:00:00,2026-02-16 17:00:00,27,1,0.4617,0.4766,0.4827,0.2192,0.9623,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 12:00:00,2026-02-16 18:00:00,28,1,0.5435,0.478,0.5211,0.2403,0.9615,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 13:00:00,2026-02-16 19:00:00,29,1,0.5088,0.4717,0.5358,0.2136,0.9335,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 14:00:00,2026-02-16 20:00:00,30,1,0.5556,0.5064,0.5748,0.2163,0.9451,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 15:00:00,2026-02-16 21:00:00,31,1,0.5109,0.4651,0.4956,0.1954,0.9325,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 16:00:00,2026-02-16 22:00:00,32,1,0.5129,0.4806,0.4828,0.1759,0.929,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 17:00:00,2026-02-16 23:00:00,33,1,0.5345,0.4712,0.4916,0.1943,0.9441,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 18:00:00,2026-02-17 00:00:00,34,2,0.4277,0.4021,0.4248,0.162,0.9533,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 19:00:00,2026-02-17 01:00:00,35,2,0.4567,0.4281,0.4462,0.1775,0.9672,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 20:00:00,2026-02-17 02:00:00,36,2,0.501,0.459,0.4705,0.1694,0.9456,2026-02-15 06:00:00,ensemble-v1-20260131
2026-02-15,2026-02-15 13:00:00,2026-02-16 21:00:00,2026-02-17 03:00:00,37,2,0.4356,0.4123,0.4334,0.1711,0.9512,2026-02-15 06:00:00,ensemble-v1-20260131
