issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-15,2026-02-15 08:00:00,2026-02-15 18:00:00,2026-02-16 00:00:00,10,1,0.4312,0.3993,0.4224,0.1424,0.9381,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-15 19:00:00,2026-02-16 01:00:00,11,1,0.4168,0.3955,0.4159,0.1422,0.9795,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-15 20:00:00,2026-02-16 02:00:00,12,1,0.4707,0.4393,0.465,0.2093,0.9827,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-15 21:00:00,2026-02-16 03:00:00,13,1,0.5481,0.5015,0.5652,0.2637,0.99,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-15 22:00:00,2026-02-16 04:00:00,14,1,0.5697,0.5504,0.5607,0.2988,0.99,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-15 23:00:00,2026-02-16 05:00:00,15,1,0.5757,0.5383,0.5827,0.3161,0.9846,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 00:00:00,2026-02-16 06:00:00,16,1,0.6755,0.6168,0.6653,0.3218,0.99,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 01:00:00,2026-02-16 07:00:00,17,1,0.5766,0.5585,0.5643,0.3184,0.99,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 02:00:00,2026-02-16 08:00:00,18,1,0.5255,0.5249,0.5506,0.2753,0.99,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 03:00:00,2026-02-16 09:00:00,19,1,0.4775,0.4852,0.5109,0.1936,0.9871,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 04:00:00,2026-02-16 10:00:00,20,1,0.4529,0.483,0.4931,0.206,0.9759,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 05:00:00,2026-02-16 11:00:00,21,1,0.4744,0.4964,0.4992,0.1948,0.9602,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 06:00:00,2026-02-16 12:00:00,22,1,0.6327,0.6148,0.6152,0.3475,0.9762,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 07:00:00,2026-02-16 13:00:00,23,1,0.681,0.6523,0.6882,0.3877,0.9876,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 08:00:00,2026-02-16 14:00:00,24,1,0.6316,0.6511,0.6534,0.3169,0.977,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 09:00:00,2026-02-16 15:00:00,25,1,0.6903,0.6788,0.7037,0.3598,0.9824,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 10:00:00,2026-02-16 16:00:00,26,1,0.6411,0.6659,0.6515,0.3634,0.9842,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 11:00:00,2026-02-16 17:00:00,27,1,0.5847,0.5784,0.6048,0.3805,0.99,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 12:00:00,2026-02-16 18:00:00,28,1,0.6312,0.5883,0.6,0.3001,0.9836,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 13:00:00,2026-02-16 19:00:00,29,1,0.5942,0.537,0.5742,0.2808,0.9616,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 14:00:00,2026-02-16 20:00:00,30,1,0.5837,0.5364,0.5859,0.2235,0.958,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 15:00:00,2026-02-16 21:00:00,31,1,0.5019,0.4822,0.5,0.1895,0.9298,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 16:00:00,2026-02-16 22:00:00,32,1,0.4827,0.4621,0.4787,0.1711,0.9277,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 17:00:00,2026-02-16 23:00:00,33,1,0.5111,0.465,0.4749,0.196,0.9392,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 18:00:00,2026-02-17 00:00:00,34,2,0.4228,0.4144,0.417,0.1634,0.9472,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 19:00:00,2026-02-17 01:00:00,35,2,0.4233,0.3993,0.419,0.1744,0.942,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 20:00:00,2026-02-17 02:00:00,36,2,0.4624,0.4414,0.4546,0.1725,0.9543,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 21:00:00,2026-02-17 03:00:00,37,2,0.434,0.428,0.4362,0.1872,0.9378,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 22:00:00,2026-02-17 04:00:00,38,2,0.3576,0.3475,0.3693,0.1428,0.9353,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-16 23:00:00,2026-02-17 05:00:00,39,2,0.3385,0.3386,0.3375,0.1118,0.9293,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 00:00:00,2026-02-17 06:00:00,40,2,0.2103,0.2065,0.1988,0.0049,0.6142,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 01:00:00,2026-02-17 07:00:00,41,2,0.1586,0.1654,0.1546,0.0,0.4801,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 02:00:00,2026-02-17 08:00:00,42,2,0.1282,0.1252,0.1261,0.0,0.3784,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 03:00:00,2026-02-17 09:00:00,43,2,0.1175,0.1083,0.1003,0.0,0.3845,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 04:00:00,2026-02-17 10:00:00,44,2,0.1574,0.1236,0.1348,0.0,0.4646,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 05:00:00,2026-02-17 11:00:00,45,2,0.1753,0.1417,0.1553,0.0,0.4283,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 06:00:00,2026-02-17 12:00:00,46,2,0.241,0.2092,0.2136,0.0066,0.6594,2026-02-15,ensemble-v1-20260131
2026-02-15,2026-02-15 08:00:00,2026-02-17 07:00:00,2026-02-17 13:00:00,47,2,0.2241,0.1845,0.2,0.0093,0.6637,2026-02-15,ensemble-v1-20260131
