issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-16,2026-02-16 13:00:00,2026-02-16 18:00:00,2026-02-17 00:00:00,10,1,0.486,0.4484,0.461,0.1812,0.914,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-16 19:00:00,2026-02-17 01:00:00,11,1,0.4492,0.4134,0.4275,0.1814,0.9096,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-16 20:00:00,2026-02-17 02:00:00,12,1,0.457,0.4257,0.4324,0.1836,0.913,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-16 21:00:00,2026-02-17 03:00:00,13,1,0.3961,0.3811,0.3835,0.1561,0.917,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-16 22:00:00,2026-02-17 04:00:00,14,1,0.3454,0.3286,0.3375,0.1137,0.8975,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-16 23:00:00,2026-02-17 05:00:00,15,1,0.2415,0.2144,0.2258,0.0378,0.7732,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 00:00:00,2026-02-17 06:00:00,16,1,0.1773,0.1748,0.1898,0.004,0.6769,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 01:00:00,2026-02-17 07:00:00,17,1,0.1611,0.1335,0.1612,0.0,0.5533,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 02:00:00,2026-02-17 08:00:00,18,1,0.1175,0.1099,0.1187,0.0,0.449,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 03:00:00,2026-02-17 09:00:00,19,1,0.0754,0.062,0.0739,0.0,0.265,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 04:00:00,2026-02-17 10:00:00,20,1,0.1258,0.0942,0.091,0.0,0.3272,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 05:00:00,2026-02-17 11:00:00,21,1,0.1323,0.1025,0.1114,0.0,0.3903,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 06:00:00,2026-02-17 12:00:00,22,1,0.1431,0.1368,0.1444,0.0,0.3725,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 07:00:00,2026-02-17 13:00:00,23,1,0.1955,0.1693,0.1759,0.0069,0.4441,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 08:00:00,2026-02-17 14:00:00,24,1,0.2205,0.1946,0.2086,0.0045,0.5567,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 09:00:00,2026-02-17 15:00:00,25,1,0.2377,0.2118,0.2351,0.0139,0.5619,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 10:00:00,2026-02-17 16:00:00,26,1,0.2483,0.211,0.2532,0.0431,0.5704,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 11:00:00,2026-02-17 17:00:00,27,1,0.2757,0.2535,0.2852,0.0488,0.7377,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 12:00:00,2026-02-17 18:00:00,28,1,0.4526,0.4445,0.4583,0.0957,0.9452,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 13:00:00,2026-02-17 19:00:00,29,1,0.5056,0.5236,0.5272,0.2113,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 14:00:00,2026-02-17 20:00:00,30,1,0.5681,0.5428,0.5528,0.2617,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 15:00:00,2026-02-17 21:00:00,31,1,0.6875,0.6779,0.6529,0.379,0.9826,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 16:00:00,2026-02-17 22:00:00,32,1,0.6463,0.6182,0.6096,0.3974,0.9866,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 17:00:00,2026-02-17 23:00:00,33,1,0.6439,0.6515,0.6566,0.4209,0.9894,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 18:00:00,2026-02-18 00:00:00,34,2,0.6705,0.6194,0.6597,0.4824,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 19:00:00,2026-02-18 01:00:00,35,2,0.7098,0.6572,0.6959,0.5283,0.9882,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 20:00:00,2026-02-18 02:00:00,36,2,0.6535,0.6036,0.644,0.4276,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 21:00:00,2026-02-18 03:00:00,37,2,0.6137,0.5403,0.6174,0.3703,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 22:00:00,2026-02-18 04:00:00,38,2,0.6772,0.5973,0.6577,0.4968,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-17 23:00:00,2026-02-18 05:00:00,39,2,0.6702,0.6157,0.668,0.5076,0.9846,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 00:00:00,2026-02-18 06:00:00,40,2,0.6957,0.6232,0.6605,0.5493,0.9851,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 01:00:00,2026-02-18 07:00:00,41,2,0.6358,0.5414,0.5891,0.5728,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 02:00:00,2026-02-18 08:00:00,42,2,0.6052,0.5568,0.5964,0.5383,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 03:00:00,2026-02-18 09:00:00,43,2,0.5975,0.546,0.5715,0.5715,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 04:00:00,2026-02-18 10:00:00,44,2,0.6076,0.5884,0.6137,0.6137,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 05:00:00,2026-02-18 11:00:00,45,2,0.7797,0.7743,0.7826,0.7826,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 06:00:00,2026-02-18 12:00:00,46,2,0.861,0.8423,0.8457,0.8457,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 07:00:00,2026-02-18 13:00:00,47,2,0.8976,0.873,0.8748,0.8748,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 08:00:00,2026-02-18 14:00:00,48,2,0.969,0.9493,0.9483,0.9304,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 09:00:00,2026-02-18 15:00:00,49,2,0.9885,0.9648,0.9692,0.8839,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 10:00:00,2026-02-18 16:00:00,50,2,0.9437,0.9272,0.9255,0.9062,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 11:00:00,2026-02-18 17:00:00,51,2,0.8981,0.8743,0.8707,0.8338,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 12:00:00,2026-02-18 18:00:00,52,2,0.8457,0.7919,0.8128,0.6273,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 13:00:00,2026-02-18 19:00:00,53,2,0.7528,0.6658,0.6893,0.4127,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 14:00:00,2026-02-18 20:00:00,54,2,0.6444,0.6174,0.631,0.3681,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 15:00:00,2026-02-18 21:00:00,55,2,0.634,0.5797,0.5921,0.351,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 16:00:00,2026-02-18 22:00:00,56,2,0.5441,0.514,0.5213,0.3211,0.9847,2026-02-16 06:00:00,ensemble-v1-20260131
2026-02-16,2026-02-16 13:00:00,2026-02-18 17:00:00,2026-02-18 23:00:00,57,2,0.4265,0.4352,0.4436,0.1927,0.99,2026-02-16 06:00:00,ensemble-v1-20260131
