issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-19,2026-02-19 08:00:00,2026-02-19 18:00:00,2026-02-20 00:00:00,10,1,0.2935,0.2596,0.2577,0.0207,0.8074,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-19 19:00:00,2026-02-20 01:00:00,11,1,0.3719,0.3444,0.3315,0.0271,0.872,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-19 20:00:00,2026-02-20 02:00:00,12,1,0.4252,0.4159,0.401,0.0425,0.9278,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-19 21:00:00,2026-02-20 03:00:00,13,1,0.4564,0.4259,0.4183,0.0527,0.9001,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-19 22:00:00,2026-02-20 04:00:00,14,1,0.4868,0.4639,0.446,0.0608,0.9135,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-19 23:00:00,2026-02-20 05:00:00,15,1,0.5294,0.4975,0.4652,0.0869,0.9455,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 00:00:00,2026-02-20 06:00:00,16,1,0.6012,0.5445,0.5567,0.1519,0.965,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 01:00:00,2026-02-20 07:00:00,17,1,0.6266,0.5526,0.6035,0.2638,0.986,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 02:00:00,2026-02-20 08:00:00,18,1,0.631,0.6257,0.6315,0.2558,0.9832,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 03:00:00,2026-02-20 09:00:00,19,1,0.5415,0.5617,0.5524,0.1851,0.9098,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 04:00:00,2026-02-20 10:00:00,20,1,0.368,0.3719,0.3579,0.0662,0.8492,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 05:00:00,2026-02-20 11:00:00,21,1,0.2641,0.264,0.2504,0.0439,0.7508,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 06:00:00,2026-02-20 12:00:00,22,1,0.1996,0.1934,0.1852,0.0058,0.556,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 07:00:00,2026-02-20 13:00:00,23,1,0.1264,0.1264,0.1169,0.0,0.4219,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 08:00:00,2026-02-20 14:00:00,24,1,0.075,0.0885,0.0773,0.0,0.2614,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 09:00:00,2026-02-20 15:00:00,25,1,0.0531,0.0562,0.061,0.0,0.2578,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 10:00:00,2026-02-20 16:00:00,26,1,0.0605,0.0603,0.0552,0.0,0.2493,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 11:00:00,2026-02-20 17:00:00,27,1,0.0482,0.0508,0.0524,0.0,0.2191,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 12:00:00,2026-02-20 18:00:00,28,1,0.0566,0.0606,0.0477,0.0,0.3009,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 13:00:00,2026-02-20 19:00:00,29,1,0.1375,0.1419,0.165,0.0,0.5576,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 14:00:00,2026-02-20 20:00:00,30,1,0.2562,0.2179,0.272,0.0331,0.7956,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 15:00:00,2026-02-20 21:00:00,31,1,0.4957,0.4448,0.5049,0.1618,0.913,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 16:00:00,2026-02-20 22:00:00,32,1,0.679,0.5847,0.6437,0.2905,0.9818,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 17:00:00,2026-02-20 23:00:00,33,1,0.752,0.6775,0.6813,0.4662,0.99,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 18:00:00,2026-02-21 00:00:00,34,2,0.7558,0.7188,0.7192,0.4784,0.99,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 19:00:00,2026-02-21 01:00:00,35,2,0.7094,0.6248,0.6551,0.4655,0.99,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 20:00:00,2026-02-21 02:00:00,36,2,0.6457,0.5618,0.5962,0.4024,0.99,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 21:00:00,2026-02-21 03:00:00,37,2,0.525,0.4843,0.5143,0.3336,0.99,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 22:00:00,2026-02-21 04:00:00,38,2,0.4761,0.4258,0.4562,0.2402,0.9897,2026-02-19,ensemble-v1-20260131
2026-02-19,2026-02-19 08:00:00,2026-02-20 23:00:00,2026-02-21 05:00:00,39,2,0.3938,0.3515,0.3936,0.1511,0.9688,2026-02-19,ensemble-v1-20260131
