issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-19,2026-02-19 13:00:00,2026-02-19 18:00:00,2026-02-20 00:00:00,10,1,0.2867,0.2538,0.2495,0.0127,0.8089,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-19 19:00:00,2026-02-20 01:00:00,11,1,0.3536,0.3314,0.325,0.0227,0.8106,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-19 20:00:00,2026-02-20 02:00:00,12,1,0.3788,0.3613,0.3497,0.0251,0.8456,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-19 21:00:00,2026-02-20 03:00:00,13,1,0.4073,0.3864,0.3759,0.0323,0.8976,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-19 22:00:00,2026-02-20 04:00:00,14,1,0.4338,0.4191,0.405,0.0454,0.9029,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-19 23:00:00,2026-02-20 05:00:00,15,1,0.4865,0.4574,0.4177,0.0838,0.9183,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 00:00:00,2026-02-20 06:00:00,16,1,0.5645,0.5165,0.5114,0.117,0.9296,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 01:00:00,2026-02-20 07:00:00,17,1,0.5568,0.5136,0.5112,0.1998,0.944,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 02:00:00,2026-02-20 08:00:00,18,1,0.5716,0.5578,0.5632,0.2061,0.969,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 03:00:00,2026-02-20 09:00:00,19,1,0.4855,0.5098,0.4963,0.1737,0.8927,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 04:00:00,2026-02-20 10:00:00,20,1,0.3219,0.3276,0.3197,0.0552,0.8025,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 05:00:00,2026-02-20 11:00:00,21,1,0.2323,0.2492,0.233,0.0402,0.7273,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 06:00:00,2026-02-20 12:00:00,22,1,0.2443,0.27,0.2551,0.0276,0.6897,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 07:00:00,2026-02-20 13:00:00,23,1,0.1843,0.2076,0.1881,0.0034,0.5473,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 08:00:00,2026-02-20 14:00:00,24,1,0.1118,0.1268,0.1308,0.0,0.3863,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 09:00:00,2026-02-20 15:00:00,25,1,0.0764,0.0921,0.0831,0.0,0.2742,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 10:00:00,2026-02-20 16:00:00,26,1,0.0657,0.0761,0.0673,0.0,0.2739,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 11:00:00,2026-02-20 17:00:00,27,1,0.0542,0.0631,0.0556,0.0,0.247,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 12:00:00,2026-02-20 18:00:00,28,1,0.0531,0.0529,0.0455,0.0,0.2521,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 13:00:00,2026-02-20 19:00:00,29,1,0.1169,0.1188,0.1335,0.0,0.4803,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 14:00:00,2026-02-20 20:00:00,30,1,0.1584,0.1394,0.1708,0.0186,0.6699,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 15:00:00,2026-02-20 21:00:00,31,1,0.3665,0.3636,0.3959,0.1181,0.8993,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 16:00:00,2026-02-20 22:00:00,32,1,0.5465,0.479,0.5327,0.2019,0.9578,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 17:00:00,2026-02-20 23:00:00,33,1,0.6952,0.5875,0.6227,0.3527,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 18:00:00,2026-02-21 00:00:00,34,2,0.6915,0.6523,0.6525,0.4277,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 19:00:00,2026-02-21 01:00:00,35,2,0.7096,0.6274,0.651,0.5021,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 20:00:00,2026-02-21 02:00:00,36,2,0.6923,0.6128,0.6514,0.4759,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 21:00:00,2026-02-21 03:00:00,37,2,0.5637,0.515,0.5478,0.3528,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 22:00:00,2026-02-21 04:00:00,38,2,0.4926,0.4341,0.4679,0.2783,0.9847,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-20 23:00:00,2026-02-21 05:00:00,39,2,0.4205,0.3697,0.4033,0.2066,0.9599,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 00:00:00,2026-02-21 06:00:00,40,2,0.3883,0.3639,0.3994,0.1391,0.9665,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 01:00:00,2026-02-21 07:00:00,41,2,0.2935,0.2866,0.2811,0.0729,0.8766,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 02:00:00,2026-02-21 08:00:00,42,2,0.3036,0.2678,0.3067,0.0937,0.9352,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 03:00:00,2026-02-21 09:00:00,43,2,0.2615,0.2308,0.2656,0.0412,0.8283,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 04:00:00,2026-02-21 10:00:00,44,2,0.1423,0.1476,0.1605,0.0,0.6621,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 05:00:00,2026-02-21 11:00:00,45,2,0.3379,0.3399,0.2965,0.0889,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 06:00:00,2026-02-21 12:00:00,46,2,0.7995,0.8418,0.8568,0.3075,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 07:00:00,2026-02-21 13:00:00,47,2,0.8393,0.8473,0.8487,0.3167,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 08:00:00,2026-02-21 14:00:00,48,2,0.8285,0.8512,0.8432,0.5117,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 09:00:00,2026-02-21 15:00:00,49,2,0.6301,0.6773,0.6694,0.4269,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 10:00:00,2026-02-21 16:00:00,50,2,0.4617,0.4599,0.4578,0.2878,0.9397,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 11:00:00,2026-02-21 17:00:00,51,2,0.3149,0.3338,0.3135,0.0995,0.8743,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 12:00:00,2026-02-21 18:00:00,52,2,0.3991,0.4138,0.3838,0.1854,0.9497,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 13:00:00,2026-02-21 19:00:00,53,2,0.5618,0.5615,0.5514,0.2572,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 14:00:00,2026-02-21 20:00:00,54,2,0.6971,0.7161,0.711,0.4467,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 15:00:00,2026-02-21 21:00:00,55,2,0.9055,0.9098,0.9176,0.6489,0.9847,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 16:00:00,2026-02-21 22:00:00,56,2,0.9476,0.94,0.9212,0.7131,0.99,2026-02-19 06:00:00,ensemble-v1-20260131
2026-02-19,2026-02-19 13:00:00,2026-02-21 17:00:00,2026-02-21 23:00:00,57,2,0.8806,0.8849,0.8662,0.5405,0.9872,2026-02-19 06:00:00,ensemble-v1-20260131
