issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-02,2026-02-02 13:00:00,2026-02-02 18:00:00,2026-02-03 00:00:00,10,1,0.134,0.126,0.1303,0.0,0.4119,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-02 19:00:00,2026-02-03 01:00:00,11,1,0.2,0.1838,0.1943,0.0117,0.5977,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-02 20:00:00,2026-02-03 02:00:00,12,1,0.2851,0.2756,0.2777,0.0465,0.7692,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-02 21:00:00,2026-02-03 03:00:00,13,1,0.3974,0.3387,0.3661,0.1101,0.8859,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-02 22:00:00,2026-02-03 04:00:00,14,1,0.4017,0.3687,0.3774,0.1542,0.9015,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-02 23:00:00,2026-02-03 05:00:00,15,1,0.3707,0.3531,0.3963,0.1322,0.8877,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-03 00:00:00,2026-02-03 06:00:00,16,1,0.2223,0.2549,0.253,0.074,0.8236,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-03 01:00:00,2026-02-03 07:00:00,17,1,0.1884,0.1644,0.1723,0.0509,0.6761,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-03 02:00:00,2026-02-03 08:00:00,18,1,0.1044,0.1106,0.0899,0.0,0.5507,2026-02-02 06:00:00,ensemble-v1-20260131
2026-02-02,2026-02-02 13:00:00,2026-02-03 03:00:00,2026-02-03 09:00:00,19,1,0.0628,0.0633,0.0807,0.0,0.3765,2026-02-02 06:00:00,ensemble-v1-20260131
