issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-22,2026-02-22 08:00:00,2026-02-22 18:00:00,2026-02-23 00:00:00,10,1,0.0779,0.0724,0.0757,0.0,0.265,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-22 19:00:00,2026-02-23 01:00:00,11,1,0.0917,0.0864,0.0784,0.0,0.2595,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-22 20:00:00,2026-02-23 02:00:00,12,1,0.0613,0.0763,0.0709,0.0,0.256,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-22 21:00:00,2026-02-23 03:00:00,13,1,0.0522,0.0563,0.0433,0.0,0.1438,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-22 22:00:00,2026-02-23 04:00:00,14,1,0.0605,0.0439,0.0453,0.0,0.148,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-22 23:00:00,2026-02-23 05:00:00,15,1,0.0517,0.0512,0.0534,0.0,0.1551,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-23 00:00:00,2026-02-23 06:00:00,16,1,0.0545,0.0335,0.0401,0.0,0.2116,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-23 01:00:00,2026-02-23 07:00:00,17,1,0.0673,0.0432,0.041,0.0,0.266,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-23 02:00:00,2026-02-23 08:00:00,18,1,0.079,0.0623,0.071,0.0,0.2597,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-23 03:00:00,2026-02-23 09:00:00,19,1,0.0871,0.0694,0.0816,0.0,0.2289,2026-02-22,ensemble-v1-20260131
2026-02-22,2026-02-22 08:00:00,2026-02-23 04:00:00,2026-02-23 10:00:00,20,1,0.0888,0.0836,0.0843,0.0,0.3724,2026-02-22,ensemble-v1-20260131
