issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-04,2026-02-04 08:00:00,2026-02-04 18:00:00,2026-02-05 00:00:00,10,1,0.6921,0.6691,0.6739,0.436,0.9718,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-04 19:00:00,2026-02-05 01:00:00,11,1,0.7629,0.7304,0.7279,0.7197,0.9861,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-04 20:00:00,2026-02-05 02:00:00,12,1,0.8093,0.7675,0.7943,0.7943,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-04 21:00:00,2026-02-05 03:00:00,13,1,0.8508,0.7886,0.8153,0.8153,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-04 22:00:00,2026-02-05 04:00:00,14,1,0.9133,0.8459,0.8879,0.8629,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-04 23:00:00,2026-02-05 05:00:00,15,1,0.9515,0.9015,0.9408,0.909,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 00:00:00,2026-02-05 06:00:00,16,1,0.9801,0.9347,0.9724,0.9146,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 01:00:00,2026-02-05 07:00:00,17,1,0.9917,0.9376,0.9844,0.923,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 02:00:00,2026-02-05 08:00:00,18,1,0.9917,0.9392,0.9858,0.9391,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 03:00:00,2026-02-05 09:00:00,19,1,0.9908,0.962,0.9868,0.9402,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 04:00:00,2026-02-05 10:00:00,20,1,0.9875,0.9694,0.9786,0.9541,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 05:00:00,2026-02-05 11:00:00,21,1,0.9886,0.9336,0.9696,0.9449,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 06:00:00,2026-02-05 12:00:00,22,1,0.9922,0.9443,0.9677,0.9488,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 07:00:00,2026-02-05 13:00:00,23,1,0.9861,0.9471,0.9621,0.8323,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 08:00:00,2026-02-05 14:00:00,24,1,0.9781,0.9421,0.948,0.8314,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 09:00:00,2026-02-05 15:00:00,25,1,0.9122,0.8474,0.8862,0.7524,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 10:00:00,2026-02-05 16:00:00,26,1,0.7793,0.7193,0.7669,0.6726,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 11:00:00,2026-02-05 17:00:00,27,1,0.7076,0.6805,0.7176,0.5347,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 12:00:00,2026-02-05 18:00:00,28,1,0.6852,0.6459,0.6651,0.5453,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 13:00:00,2026-02-05 19:00:00,29,1,0.6719,0.6126,0.6333,0.4774,0.9731,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 14:00:00,2026-02-05 20:00:00,30,1,0.5987,0.5504,0.5777,0.3187,0.9763,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 15:00:00,2026-02-05 21:00:00,31,1,0.5738,0.5411,0.5578,0.3011,0.9702,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 16:00:00,2026-02-05 22:00:00,32,1,0.5364,0.526,0.5335,0.2641,0.969,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 17:00:00,2026-02-05 23:00:00,33,1,0.485,0.4717,0.4641,0.222,0.974,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 18:00:00,2026-02-06 00:00:00,34,2,0.5525,0.5238,0.4955,0.3316,0.949,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 19:00:00,2026-02-06 01:00:00,35,2,0.507,0.4464,0.4556,0.2561,0.9355,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 20:00:00,2026-02-06 02:00:00,36,2,0.491,0.4182,0.4511,0.1855,0.9377,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 21:00:00,2026-02-06 03:00:00,37,2,0.3599,0.3185,0.3437,0.1039,0.8845,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 22:00:00,2026-02-06 04:00:00,38,2,0.2213,0.159,0.2028,0.0131,0.8017,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-05 23:00:00,2026-02-06 05:00:00,39,2,0.1216,0.0947,0.1322,0.0,0.7587,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 00:00:00,2026-02-06 06:00:00,40,2,0.113,0.1167,0.1242,0.0038,0.7633,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 01:00:00,2026-02-06 07:00:00,41,2,0.2247,0.2434,0.256,0.0189,0.6497,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 02:00:00,2026-02-06 08:00:00,42,2,0.1566,0.1533,0.1577,0.0031,0.6435,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 03:00:00,2026-02-06 09:00:00,43,2,0.2783,0.3115,0.295,0.0388,0.9199,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 04:00:00,2026-02-06 10:00:00,44,2,0.5139,0.5324,0.4915,0.1153,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 05:00:00,2026-02-06 11:00:00,45,2,0.7297,0.7748,0.7628,0.1749,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 06:00:00,2026-02-06 12:00:00,46,2,0.8967,0.8969,0.8972,0.4532,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 07:00:00,2026-02-06 13:00:00,47,2,0.9335,0.9378,0.9425,0.641,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 08:00:00,2026-02-06 14:00:00,48,2,0.9615,0.935,0.9478,0.7704,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 09:00:00,2026-02-06 15:00:00,49,2,0.9875,0.9668,0.9836,0.9361,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 10:00:00,2026-02-06 16:00:00,50,2,0.984,0.9517,0.9684,0.8932,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 11:00:00,2026-02-06 17:00:00,51,2,0.9531,0.939,0.951,0.8388,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 12:00:00,2026-02-06 18:00:00,52,2,0.9576,0.9304,0.9521,0.8138,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 13:00:00,2026-02-06 19:00:00,53,2,0.9763,0.954,0.9666,0.9116,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 14:00:00,2026-02-06 20:00:00,54,2,0.9936,0.9786,0.9894,0.9363,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 15:00:00,2026-02-06 21:00:00,55,2,0.9948,0.9765,0.9854,0.9372,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 16:00:00,2026-02-06 22:00:00,56,2,0.986,0.9709,0.9715,0.9101,0.99,2026-02-04,ensemble-v1-20260131
2026-02-04,2026-02-04 08:00:00,2026-02-06 17:00:00,2026-02-06 23:00:00,57,2,0.8705,0.858,0.8577,0.7369,0.99,2026-02-04,ensemble-v1-20260131
