issue_date,issue_time_utc,target_time_utc,target_time_local,horizon_h,lead_day,p_t1,p_t2,p_farm,p_farm_q10,p_farm_q90,ifs_run_time,model_version
2026-02-03,2026-02-03 13:00:00,2026-02-03 18:00:00,2026-02-04 00:00:00,10,1,0.4118,0.4076,0.4104,0.0777,0.872,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-03 19:00:00,2026-02-04 01:00:00,11,1,0.4094,0.4091,0.4011,0.0524,0.8943,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-03 20:00:00,2026-02-04 02:00:00,12,1,0.4125,0.4046,0.3931,0.0578,0.8604,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-03 21:00:00,2026-02-04 03:00:00,13,1,0.4002,0.3793,0.3679,0.0513,0.8355,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-03 22:00:00,2026-02-04 04:00:00,14,1,0.4035,0.3889,0.3765,0.0522,0.8691,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-03 23:00:00,2026-02-04 05:00:00,15,1,0.3759,0.3754,0.3543,0.0483,0.8473,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 00:00:00,2026-02-04 06:00:00,16,1,0.4321,0.4529,0.419,0.1534,0.9045,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 01:00:00,2026-02-04 07:00:00,17,1,0.5448,0.5106,0.5181,0.202,0.9518,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 02:00:00,2026-02-04 08:00:00,18,1,0.6173,0.5647,0.5805,0.208,0.9566,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 03:00:00,2026-02-04 09:00:00,19,1,0.5818,0.5622,0.5409,0.1144,0.9272,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 04:00:00,2026-02-04 10:00:00,20,1,0.4681,0.4478,0.4362,0.0712,0.8984,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 05:00:00,2026-02-04 11:00:00,21,1,0.3128,0.3218,0.3277,0.0438,0.7428,2026-02-03 06:00:00,ensemble-v1-20260131
2026-02-03,2026-02-03 13:00:00,2026-02-04 06:00:00,2026-02-04 12:00:00,22,1,0.2856,0.2733,0.2816,0.026,0.6947,2026-02-03 06:00:00,ensemble-v1-20260131
